SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,EnergyValue (Terajoules - TJ),PeriodEndDate
Industrial,Printing,C16,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,71.901874,31/12/2018
Industrial,Printing,C16,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,NULL,31/12/2018
Industrial,Printing,C16,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,NULL,31/12/2018
Industrial,Printing,C16,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,NULL,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,4137.250095,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Renewables,Wood,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,6560.087627,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,204.008064,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,971.926156,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,2720.819953,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,192.48687,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.479332,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Air Compressors,Electronics and Lighting,Compressed Air,Non-Transport,67.39528,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,12.434434,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Fan Systems,Electronics and Lighting,Fans,Non-Transport,223.234683,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,43.180394,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Electronics and Lights,Refiners,Electronics and Lighting,Refiners,Non-Transport,2252.763638,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,661.416836,31/12/2018
Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,824.229845,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,144.892354,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,17.666726,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,392.162081,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,117.75306,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,6.079505,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,38.48317,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,80.400817,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,29.693013,31/12/2018
Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,180.488737,31/12/2018
Industrial,Wood Product Manufacturing,C14,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,588.869351,31/12/2018
Industrial,Wood Product Manufacturing,C14,Renewables,Wood,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,18064.75716,31/12/2018
Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,244.378215,31/12/2018
Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,545.240282,31/12/2018
Industrial,Wood Product Manufacturing,C14,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,274.208207,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Air Compressors,Electronics and Lighting,Compressed Air,Non-Transport,249.118939,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,16.754445,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Fan Systems,Electronics and Lighting,Fans,Non-Transport,2209.814121,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,263.669597,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Electronics and Lights,Refiners,Electronics and Lighting,Refiners,Non-Transport,492.22761,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,4.871401,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,22.654467,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,5.437959,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1478.680845,31/12/2018
Industrial,Wood Product Manufacturing,C14,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,417.06425,31/12/2018
Residential,Residential,Z001,Renewables,Geothermal,Heat/Cooling Devices,Direct Heat,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,213.527615,31/12/2018
Residential,Residential,Z001,Renewables,Solar,NULL,NULL,NULL,NULL,Non-Transport,364,31/12/2018
Residential,Residential,Z001,Renewables,Wood,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5935.853578,31/12/2018
Residential,Residential,Z001,Renewables,Wood,Heat/Cooling Devices,"Burner, with Wetback",Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1554.842346,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Coal,Heat/Cooling Devices,"Coal Heaters, Residential Only  ",Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,314.006803,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Recreational Marine)  ,Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3103.276594,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Fuel Oil,NULL,NULL,NULL,NULL,Non-Transport,47.627394,31/12/2018
Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,40.334564,31/12/2018
Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1165.224886,31/12/2018
Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,Gas Water Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2400.638782,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,260.010781,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3762.14702,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Gas Water Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2760.376632,31/12/2018
Residential,Residential,Z001,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Recreational Marine)  ,Mobile Motive Power,"Motive Power, Mobile",Non-Transport,13171.95501,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,IT and Entertainment,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4512.929005,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Misc, Residential Only (Battery chargers, Pools, Pumps)  ",Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,5044.439772,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Fluorescent,Electronics and Lighting,Lighting,Non-Transport,331.967276,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Incandescent/Halogen,Electronics and Lighting,Lighting,Non-Transport,1914.148636,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,LED,Electronics and Lighting,Lighting,Non-Transport,313.283779,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,4347.795506,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Dishwashers,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Non-Transport,684.019608,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Dryer,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Non-Transport,338.481647,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Washers,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Non-Transport,642.138578,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4320.295409,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5136.511449,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,12446.00798,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,5502.11454,31/12/2018
Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,1107.189312,31/12/2018
Transport,Air Transport,Z002,Fossil Fuels,Av. Fuel/Kero,Plane,Turbine Engine,Mobile Motive Power,"Motive Power, Mobile",Air Transport,15693.5805,31/12/2018
Transport,Rail Transport,Z002,Fossil Fuels,Diesel,Passenger Rail,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Rail,133.4414027,31/12/2018
Transport,Rail Transport,Z002,Electricity,Electricity,Passenger Rail,Electric Motor,Mobile Motive Power,"Motive Power, Mobile",Rail,215.4107952,31/12/2018
Transport,Rail Transport,Z002,Fossil Fuels,Diesel,Freight Rail,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Rail,1521.615676,31/12/2018
Transport,Rail Transport,Z002,Electricity,Electricity,Freight Rail,Electric Motor,Mobile Motive Power,"Motive Power, Mobile",Rail,36.968454,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,LPG,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,4.914274642,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,6097.666097,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,52.30216569,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Medium Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,12714.0983,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Heavy Truck,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,34736.87912,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,4009.920565,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Bus,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,5.994900446,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Bus,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,3.114575217,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Light Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,0.22237059,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Medium Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,0.288173917,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Heavy Truck,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Heavy Vehicles,0,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,LPG,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,96.02350423,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,LPG,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,31.71406662,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,12737.23404,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,90514.6587,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Conventional Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,702.6185558,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Passenger Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,26.02290948,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Light Passenger Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,7.325917755,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Light Passenger Vehicle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,29.73039909,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Diesel,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,29485.45791,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,6424.823531,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Conventional Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Light Commercial Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Light Commercial Vehicle,Plug-In Hybrid Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,0,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Light Commercial Vehicle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Light Vehicles,40.0703878,31/12/2018
Transport,Road Transport,Z002,Fossil Fuels,Petrol,Motorcycle,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Other,686.3799077,31/12/2018
Transport,Road Transport,Z002,Electricity,Electricity,Motorcycle,Battery Electric Vehicle,Mobile Motive Power,"Motive Power, Mobile",Other,0.128124796,31/12/2018
Transport,Sea Transport,Z002,Fossil Fuels,Fuel Oil,Ship,Internal Combustion Engine,Mobile Motive Power,"Motive Power, Mobile",Sea Transport,3575.759351,31/12/2018
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2955.451791,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,362.87968,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Electronics and Lights,Irrigation,Electronics and Lighting,Irrigation,Non-Transport,1684.397019,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,56.087887,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1281.847827,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1191.872806,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1278.342234,31/12/2017
"Agriculture, Forestry and Fishing",Dairy Cattle Farming,A016,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,1455.370278,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,959.25706,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Fuel Oil,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,903.147823,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,76.689419,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,3.535499,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,10.603691,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,70.684729,31/12/2017
"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,3.535499,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1596.033531,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,184.195006,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,0.768741,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,10.9837,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.907404,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4.129961,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,35.894227,31/12/2017
"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,186.547621,31/12/2017
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,2706.673542,31/12/2017
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,234.492466,31/12/2017
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1314.146085,31/12/2017
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,13.578276,31/12/2017
"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,12.931692,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,213.601957,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,213.61655,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,5877.183399,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,172.298399,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,101.282925,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,735.494087,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,5.449083,31/12/2017
