Row,SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,TJ,PeriodEndDate,Period
1978,"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1037.855952,2019-12-31,2019
1979,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,5.866847,2019-12-31,2019
1980,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.018823,2019-12-31,2019
1981,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,17.009735,2019-12-31,2019
1982,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,118.089,2019-12-31,2019
1983,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,147.39222,2019-12-31,2019
1984,Industrial,Wood Product Manufacturing,C14,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,1.445581,2019-12-31,2019
1985,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,186.037044,2019-12-31,2019
1986,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,22.683498,2019-12-31,2019
1987,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.9666,2019-12-31,2019
1988,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,60.086039,2019-12-31,2019
1989,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,9.660628,2019-12-31,2019
1990,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,28.931159,2019-12-31,2019
1991,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,88.153595,2019-12-31,2019
1992,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,38.391167,2019-12-31,2019
1993,Commercial,Health Care and Social Assistance,Q,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,89.183605,2019-12-31,2019
1994,"Agriculture, Forestry and Fishing",Indoor Cropping,"A0111, A0114, A0122",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1241.10201,2019-12-31,2019
1995,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1625.220686,2019-12-31,2019
1996,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,951.41308,2019-12-31,2019
1997,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,4871.39062,2019-12-31,2019
1998,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,4071.062489,2019-12-31,2019
1999,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,7202.953159,2019-12-31,2019
2000,Industrial,Printing,C16,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,70.503718,2019-12-31,2019
2001,Industrial,Construction,E,Fossil Fuels,Natural Gas,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,487.490102,2019-12-31,2019
2002,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,12.850133,2019-12-31,2019
2003,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,214.605902,2019-12-31,2019
2004,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,170.234937,2019-12-31,2019
2005,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,38.356729,2019-12-31,2019
2006,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,187.231397,2019-12-31,2019
2007,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,50.573274,2019-12-31,2019
2008,Industrial,Mining,B,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,69.603215,2019-12-31,2019
2009,Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,31.116834,2019-12-31,2019
2010,Industrial,Construction,E,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,846.9971,2019-12-31,2019
2011,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,57.953291,2019-12-31,2019
2012,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,180.730944,2019-12-31,2019
2013,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4.001187,2019-12-31,2019
2014,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,34.775022,2019-12-31,2019
2015,Industrial,Printing,C16,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2019-12-31,2019
2016,Industrial,Printing,C16,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,,2019-12-31,2019
2017,Industrial,Printing,C16,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,,2019-12-31,2019
2018,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Electric Furnace,Iron and Steel,Iron and Steel Manufacturing,Non-Transport,2103.086576,2019-12-31,2019
2019,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Stationary Motors,Electric Motor,Iron and Steel,Iron and Steel Manufacturing,Non-Transport,923.109959,2019-12-31,2019
2020,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,278.660824,2019-12-31,2019
2021,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,97.438519,2019-12-31,2019
2022,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Electric Furnace,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,18807.89873,2019-12-31,2019
2023,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1191.348318,2019-12-31,2019
2024,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,237.835467,2019-12-31,2019
2025,Industrial,Primary Metal and Metal Product Manufacturing,C21,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,11.311231,2019-12-31,2019
2026,Industrial,"Electricity, Gas, Water and Waste Services",D,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,1870.131314,2019-12-31,2019
2027,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,31.210051,2019-12-31,2019
2028,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,146.568502,2019-12-31,2019
2029,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,684.414781,2019-12-31,2019
2030,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,77.556778,2019-12-31,2019
2031,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,212.310435,2019-12-31,2019
2032,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,112.222628,2019-12-31,2019
2033,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,404.290331,2019-12-31,2019
2034,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,125.082938,2019-12-31,2019
2035,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,1160.35285,2019-12-31,2019
2036,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,133.890425,2019-12-31,2019
2037,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,601.386119,2019-12-31,2019
2038,Commercial,Wholesale Trade - Food,F36,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,15.394901,2019-12-31,2019
2039,Commercial,Wholesale Trade - Food,F36,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,327.917448,2019-12-31,2019
2040,Commercial,Wholesale Trade - Food,F36,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,3.844694,2019-12-31,2019
2041,Commercial,Wholesale Trade - Food,F36,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,17.461526,2019-12-31,2019
2042,Commercial,Wholesale Trade - Food,F36,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,16.890867,2019-12-31,2019
2043,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,937.903978,2019-12-31,2019
2044,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,3315.089594,2019-12-31,2019
2045,Commercial,Retail Trade - Food,G41,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,13.609267,2019-12-31,2019
2046,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,41.084622,2019-12-31,2019
2047,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,2.032639,2019-12-31,2019
2048,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,37.034235,2019-12-31,2019
2049,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,301.53194,2019-12-31,2019
2050,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1090.664935,2019-12-31,2019
2051,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,85.698711,2019-12-31,2019
2052,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,129.738734,2019-12-31,2019
2053,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,11.157001,2019-12-31,2019
2054,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,76.437958,2019-12-31,2019
2055,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,307.427148,2019-12-31,2019
2056,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,20.691167,2019-12-31,2019
2057,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,286.751268,2019-12-31,2019
2058,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,LED,Electronics and Lighting,Lighting,Non-Transport,305.899286,2019-12-31,2019
2059,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Dryer,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Non-Transport,330.503264,2019-12-31,2019
2060,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Clothes Washers,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Non-Transport,627.002623,2019-12-31,2019
2061,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Dishwashers,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Non-Transport,667.896468,2019-12-31,2019
2062,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,12152.64093,2019-12-31,2019
2063,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,1081.091579,2019-12-31,2019
2064,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,4218.460996,2019-12-31,2019
2065,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5015.437867,2019-12-31,2019
2066,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,5372.42326,2019-12-31,2019
2067,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,4245.312851,2019-12-31,2019
2068,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,IT and Entertainment,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4406.553961,2019-12-31,2019
2069,Residential,Residential,Z001,Electricity,Electricity,Heat/Cooling Devices,"Misc, Residential Only (Battery chargers, Pools, Pumps)  ",Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,4925.536381,2019-12-31,2019
2070,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Fluorescent,Electronics and Lighting,Lighting,Non-Transport,324.142391,2019-12-31,2019
2071,Residential,Residential,Z001,Electricity,Electricity,Electronics and Lights,Incandescent/Halogen,Electronics and Lighting,Lighting,Non-Transport,1869.029953,2019-12-31,2019
2072,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2019-12-31,2019
2073,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2019-12-31,2019
2074,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2019-12-31,2019
2075,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2019-12-31,2019
2076,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,387.997933,2019-12-31,2019
2077,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,259.243486,2019-12-31,2019
2078,Industrial,Dairy Product Manufacturing,C113,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,137.986701,2019-12-31,2019
2079,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1272.946744,2019-12-31,2019
2080,Industrial,Meat and Meat Product Manufacturing and Seafood,C111-C112,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,396.581081,2019-12-31,2019
2081,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Coal,Heat/Cooling Devices,Industrial Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,87.808415,2019-12-31,2019
2082,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,310.888973,2019-12-31,2019
2083,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,90.923046,2019-12-31,2019
2084,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,201.448457,2019-12-31,2019
2085,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,6247.255269,2019-12-31,2019
2086,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,6015.662599,2019-12-31,2019
2087,Industrial,Dairy Product Manufacturing,C113,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2084.33937,2019-12-31,2019
2088,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,297.663803,2019-12-31,2019
2089,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,2.133866,2019-12-31,2019
2090,Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,11.412317,2019-12-31,2019
2091,Commercial,Retail Trade - Food,G41,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,13.575832,2019-12-31,2019
2092,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1.455844,2019-12-31,2019
2093,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3.720807,2019-12-31,2019
2094,Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.501426,2019-12-31,2019
2095,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.293259,2019-12-31,2019
2096,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,18.297721,2019-12-31,2019
2097,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.090234,2019-12-31,2019
2098,Commercial,Public Administration and Safety,"O751, O752, O754, O755, O77",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,3.861379,2019-12-31,2019
2099,Commercial,Local Government Administration,O753,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,33.252255,2019-12-31,2019
2100,Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,23.111588,2019-12-31,2019
2101,Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,54.949926,2019-12-31,2019
2102,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.667186,2019-12-31,2019
